40;201;2;16;1;2.0385 ; 1.6025

40;201;2;16;1;2.04079 ; 2.01463
40;201;2;32;1;1.99888 ; 1.56152

40;201;2;32;1;2.00031 ; 1.97608
40;201;2;64;1;2.05554 ; 1.62758

40;201;2;64;1;2.05808 ; 2.0335
40;201;2;96;1;2.09166 ; 1.57019

40;201;2;96;1;2.09356 ; 2.06871
40;201;2;128;1;2.14359 ; 1.61865

40;201;2;128;1;2.14659 ; 2.12366
80;201;2;16;1;16.2175 ; 12.6211
80;201;2;16;1;16.2393 ; 16.2161

80;201;2;32;1;16.1346 ; 12.5989
80;201;2;32;1;16.1571 ; 16.1329

80;201;2;64;1;16.2859 ; 12.657
80;201;2;64;1;16.3084 ; 16.2891

80;201;2;96;1;16.3519 ; 12.6464
80;201;2;96;1;16.3767 ; 16.3575

80;201;2;128;1;16.4921 ; 13.9365
80;201;2;128;1;16.515 ; 16.4932

120;201;2;16;1;55.0058 ; 45.613
120;201;2;16;1;55.0664 ; 55.0402

120;201;2;32;1;54.7399 ; 43.38
120;201;2;32;1;54.8077 ; 54.7816

120;201;2;64;1;54.9135 ; 43.3618
120;201;2;64;1;54.978 ; 54.9446

120;201;2;96;1;54.9571 ; 43.7273
120;201;2;96;1;55.0195 ; 54.9848

120;201;2;128;1;55.2665 ; 44.461
120;201;2;128;1;55.336 ; 55.3135

160;201;2;16;1;130.887 ; 102.551
160;201;2;16;1;131.022 ; 130.982

160;201;2;32;1;131.242 ; 110.686
160;201;2;32;1;131.381 ; 131.342

160;201;2;64;1;132.017 ; 104.546
160;201;2;64;1;132.159 ; 132.124

160;201;2;96;1;132.111 ; 103.682
160;201;2;96;1;132.252 ; 132.213

160;201;2;128;1;132.404 ; 104.001
160;201;2;128;1;132.539 ; 132.51

200;201;2;16;1;258.069 ; 202.899
200;201;2;16;1;258.339 ; 258.298

200;201;2;32;1;259.417 ; 202.741
200;201;2;32;1;259.715 ; 259.677

200;201;2;64;1;260.158 ; 206.532
200;201;2;64;1;260.427 ; 260.38

200;201;2;96;1;259.736 ; 204.474
200;201;2;96;1;260.009 ; 259.953

200;201;2;128;1;263.024 ; 204.277
200;201;2;128;1;263.31 ; 263.271

240;201;2;16;1;437.809 ; 350.767
240;201;2;16;1;438.301 ; 438.255

240;201;2;32;1;447.741 ; 353.75
240;201;2;32;1;448.263 ; 448.209

240;201;2;64;1;453.869 ; 363.917
240;201;2;64;1;454.314 ; 454.248

240;201;2;96;1;448.44 ; 356.429
240;201;2;96;1;448.915 ; 448.87

240;201;2;128;1;448.187 ; 355.135
240;201;2;128;1;448.661 ; 448.584

280;201;2;16;1;705.269 ; 560.827
280;201;2;16;1;706.007 ; 705.928

280;201;2;32;1;708.498 ; 568.356
280;201;2;32;1;709.205 ; 709.158

280;201;2;64;1;724.036 ; 564.987
280;201;2;64;1;724.896 ; 724.837

280;201;2;96;1;715.952 ; 564.227
280;201;2;96;1;716.692 ; 716.628

280;201;2;128;1;709.547 ; 564.359
280;201;2;128;1;710.265 ; 710.203

320;201;2;16;1;1061.27 ; 838.404
320;201;2;16;1;1062.35 ; 1062.27

320;201;2;32;1;1065.66 ; 846.313
320;201;2;32;1;1066.86 ; 1066.77

320;201;2;64;1;1077.07 ; 838.984
320;201;2;64;1;1078.3 ; 1078.23

320;201;2;96;1;1075.39 ; 865.603
320;201;2;96;1;1076.4 ; 1076.32

320;201;2;128;1;1072.59 ; 842.36
320;201;2;128;1;1073.68 ; 1073.6

360;201;2;16;1;1510.8 ; 1203.13
360;201;2;16;1;1512.38 ; 1512.28

360;201;2;32;1;1519.7 ; 1201.49
360;201;2;32;1;1521.26 ; 1521.18

360;201;2;64;1;1533.05 ; 1202.68
360;201;2;64;1;1534.61 ; 1534.52

360;201;2;96;1;1543.39 ; 1208.75
360;201;2;96;1;1545.01 ; 1544.92

360;201;2;128;1;1513.22 ; 1205.06
360;201;2;128;1;1514.78 ; 1514.68

400;201;2;16;1;2074.42 ; 1644.96
400;201;2;16;1;2076.56 ; 2076.47

400;201;2;32;1;2086.45 ; 1648.41
400;201;2;32;1;2088.64 ; 2088.53

400;201;2;64;1;2106.59 ; 1652.88
400;201;2;64;1;2108.78 ; 2108.68

400;201;2;96;1;2127.16 ; 1660.79
400;201;2;96;1;2129.55 ; 2129.44

400;201;2;128;1;2099.92 ; 1665.44
400;201;2;128;1;2102.06 ; 2101.97

440;201;2;16;1;2727.35 ; 2193.7
440;201;2;16;1;2730.15 ; 2730.03

440;201;2;32;1;2766.24 ; 2199.41
440;201;2;32;1;2769.05 ; 2768.89

440;201;2;64;1;2779.79 ; 2205.26
440;201;2;64;1;2782.6 ; 2782.48

440;201;2;96;1;2801.39 ; 2205.83
440;201;2;96;1;2804.41 ; 2804.3

440;201;2;128;1;2773.31 ; 2212.95
440;201;2;128;1;2776.08 ; 2775.96

480;201;2;16;1;3586.28 ; 2852.72
480;201;2;16;1;3589.92 ; 3589.81

480;201;2;32;1;3596.04 ; 2863.02
480;201;2;32;1;3599.78 ; 3599.67

480;201;2;64;1;3607.9 ; 2911.1
480;201;2;64;1;3611.16 ; 3611.05

480;201;2;96;1;3608.54 ; 2856.4
480;201;2;96;1;3612.26 ; 3612.14

480;201;2;128;1;3613.11 ; 2883.69
480;201;2;128;1;3616.66 ; 3616.55

520;201;2;16;1;4543.42 ; 3633.5
520;201;2;16;1;4548.11 ; 4547.97

520;201;2;32;1;4565.44 ; 3645.01
520;201;2;32;1;4570.15 ; 4570.01

520;201;2;64;1;4594.33 ; 3648.33
520;201;2;64;1;4599.02 ; 4598.87

520;201;2;96;1;4622.27 ; 3654.29
520;201;2;96;1;4627 ; 4626.87

