40;201;1;128;1;0.483245;0.483232
40;201;1;32;1;0.0947219;0.094701
40;201;1;64;1;0.0575347;0.0575225
40;201;1;96;1;0.0457845;0.0457713
80;201;1;128;1;0.58129;0.581274
80;201;1;32;1;0.75848;0.758464
80;201;1;64;1;0.409972;0.409959
80;201;1;96;1;0.314997;0.314985
120;201;1;128;1;1.30366;1.30364
120;201;1;32;1;2.36565;2.36564
120;201;1;64;1;1.41898;1.41896
120;201;1;96;1;1.03028;1.03026
160;201;1;128;1;2.01836;2.01834
160;201;1;32;1;5.02333;5.02331
160;201;1;64;1;3.84006;3.84003
160;201;1;96;1;2.51776;2.51774
200;201;1;128;1;3.25717;3.25713
200;201;1;32;1;8.38849;8.38846
200;201;1;64;1;4.5101;4.51007
200;201;1;96;1;3.15453;3.15449
240;201;1;128;1;5.02475;5.02471
240;201;1;32;1;13.8783;13.8782
240;201;1;64;1;7.12914;7.12911
240;201;1;96;1;5.43009;5.43006
280;201;1;128;1;8.09917;8.09912
280;201;1;32;1;21.5885;21.5884
280;201;1;64;1;11.6653;11.6652
280;201;1;96;1;8.84995;8.84991
320;201;1;128;1;11.3796;11.3795
320;201;1;32;1;33.3324;33.3324
320;201;1;64;1;17.6019;17.6019
320;201;1;96;1;13.2654;13.2654
340;201;1;128;1;13.2692;13.2692
340;201;1;32;1;39.5041;39.5041
340;201;1;64;1;20.9544;20.9543
340;201;1;96;1;15.3643;15.3643
360;201;1;128;1;15.6011;15.601
360;201;1;32;1;46.2267;46.2267
360;201;1;64;1;25.0449;25.0448
360;201;1;96;1;18.6386;18.6385
380;201;1;128;1;18.6626;18.6626
380;201;1;32;1;54.5276;54.5276
380;201;1;64;1;29.7943;29.7942
380;201;1;96;1;22.8719;22.8719
400;201;1;128;1;22.4511;22.4511
400;201;1;32;1;63.9096;63.9095
400;201;1;64;1;34.0778;34.0777
400;201;1;96;1;25.8482;25.8482
420;201;1;128;1;25.3323;25.3323
420;201;1;32;1;73.7884;73.7884
420;201;1;64;1;38.7564;38.7563
420;201;1;96;1;30.683;30.683
440;201;1;128;1;30.347;30.3469
440;201;1;32;1;84.7929;84.7929
440;201;1;64;1;44.6666;44.6665
440;201;1;96;1;34.3004;34.3003
480;201;1;128;1;39.7925;39.7924
480;201;1;32;1;110.956;110.956
480;201;1;64;1;58.3848;58.3848
480;201;1;96;1;44.7181;44.718
520;201;1;128;1;47.647;47.647
520;201;1;32;1;139.804;139.804
520;201;1;64;1;74.5582;74.5582
520;201;1;96;1;56.2493;56.2493
560;201;1;128;1;61.379;61.3789
560;201;1;32;1;175.708;175.707
560;201;1;64;1;95.0539;95.0538
560;201;1;96;1;71.2171;71.2171
600;201;1;128;1;74.3689;74.3688
600;201;1;32;1;214.272;214.272
600;201;1;64;1;112.527;112.527
600;201;1;96;1;86.164;86.1639
640;201;1;128;1;88.5275;88.5274
640;201;1;32;1;261.01;261.01
640;201;1;64;1;140.995;140.994
640;201;1;96;1;105.255;105.255
680;201;1;128;1;109.048;109.048
680;201;1;32;1;312.796;312.796
680;201;1;64;1;168.747;168.747
680;201;1;96;1;125.766;125.766
720;201;1;128;1;125.64;125.639
720;201;1;32;1;372.733;372.733
720;201;1;64;1;197.187;197.187
720;201;1;96;1;150.812;150.812
760;201;1;128;1;149.836;149.836
760;201;1;32;1;437.454;437.454
760;201;1;64;1;239.664;239.664
760;201;1;96;1;175.952;175.952
800;201;1;128;1;173.882;173.882
800;201;1;32;1;515.252;515.252
800;201;1;64;1;271.851;271.851
800;201;1;96;1;204.217;204.217
840;201;1;128;1;201.942;201.941
840;201;1;32;1;596.342;596.342
840;201;1;64;1;314.455;314.455
840;201;1;96;1;240.454;240.454
880;201;1;128;1;233.47;233.47
880;201;1;32;1;692.199;692.199
880;201;1;64;1;361.796;361.796
880;201;1;96;1;280.589;280.589
920;201;1;128;1;266.84;266.839
920;201;1;32;1;781.283;781.283
920;201;1;64;1;414.234;414.234
920;201;1;96;1;315.822;315.822
960;201;1;128;1;300.437;300.437
960;201;1;32;1;893.192;893.192
960;201;1;64;1;470.454;470.454
960;201;1;96;1;356.324;356.323

