0.135084 ; 0.135039
0.131761 ; 0.131758
0.131311 ; 0.131311
0.133691 ; 0.13369
0.132979 ; 0.132978
0.133006 ; 0.133005
0.132365 ; 0.132364
0.133445 ; 0.133444
0.13224 ; 0.13224
0.133251 ; 0.133251
0.135505 ; 0.135505
0.132877 ; 0.132876
0.132804 ; 0.132803
0.132579 ; 0.132578
0.133014 ; 0.133014
0.132854 ; 0.132853
0.133086 ; 0.133085
0.132942 ; 0.132942
0.13314 ; 0.133139
0.132799 ; 0.132798
0.133135 ; 0.133134
0.133019 ; 0.133018
0.13524 ; 0.135238
0.142428 ; 0.142428
0.137298 ; 0.137297
0.132048 ; 0.132048
0.132134 ; 0.132133
0.131959 ; 0.131958
0.132423 ; 0.132422
0.132122 ; 0.132122
0.132042 ; 0.132041
0.131959 ; 0.131958
0.132187 ; 0.132186
0.131913 ; 0.131912
0.132689 ; 0.132689
0.132524 ; 0.132524
0.132187 ; 0.132187
0.132115 ; 0.132114
0.132587 ; 0.132586
0.132048 ; 0.132047
0.132572 ; 0.132571
0.132451 ; 0.13245
0.13211 ; 0.132109
0.133081 ; 0.13308
0.132761 ; 0.13276
0.132961 ; 0.13296
0.137446 ; 0.137445
0.146274 ; 0.146274
0.135753 ; 0.135753
0.132514 ; 0.132513
0.13328 ; 0.13328
0.132532 ; 0.132532
0.131596 ; 0.131595
0.132911 ; 0.132911
0.131312 ; 0.131312
0.131793 ; 0.131793
0.131318 ; 0.131317
0.133175 ; 0.133174
0.131228 ; 0.131227
0.133405 ; 0.133404
0.132247 ; 0.132247
0.132244 ; 0.132243
0.132055 ; 0.132054
0.13171 ; 0.131709
0.134508 ; 0.134507
0.132338 ; 0.132337
0.132124 ; 0.132123
0.132126 ; 0.132125
0.1322 ; 0.132199
0.132038 ; 0.132037
0.13226 ; 0.132259
0.131965 ; 0.131965
0.132048 ; 0.132047
0.131968 ; 0.131967
0.132108 ; 0.132108
0.131899 ; 0.131898
0.131619 ; 0.131618
0.132239 ; 0.132238
0.137899 ; 0.137898
0.134962 ; 0.134962
0.131535 ; 0.131535
0.131505 ; 0.131504
0.131806 ; 0.131806
0.131542 ; 0.131542
0.13894 ; 0.138939
0.140878 ; 0.140878
0.135681 ; 0.135681
0.131485 ; 0.131484
0.131733 ; 0.131732
0.136576 ; 0.136576
0.139836 ; 0.139835
0.135066 ; 0.135065
0.131841 ; 0.131841
0.131559 ; 0.131559
0.131375 ; 0.131374
0.13176 ; 0.13176
0.131417 ; 0.131416
0.130663 ; 0.130663
0.130798 ; 0.130797
0.13049 ; 0.130489
0.130839 ; 0.130839
0.131058 ; 0.131057
0.130926 ; 0.130925
0.130626 ; 0.130626
0.131163 ; 0.131162
0.130511 ; 0.130511
0.136635 ; 0.136634
0.133566 ; 0.133565
0.135267 ; 0.135267
0.134861 ; 0.134861
0.135071 ; 0.135071
0.134229 ; 0.134228
0.134297 ; 0.134296
0.133909 ; 0.133909
0.134142 ; 0.134142
0.134204 ; 0.134204
0.134169 ; 0.134169
0.133987 ; 0.133986
0.133311 ; 0.13331
0.138762 ; 0.138761
0.149865 ; 0.149865
0.135295 ; 0.135294
0.131098 ; 0.131097
0.130455 ; 0.130454
0.130547 ; 0.130546
0.130829 ; 0.130829
0.131148 ; 0.131148
0.130956 ; 0.130956
0.130981 ; 0.130981
0.130418 ; 0.130417
0.13057 ; 0.13057
0.130515 ; 0.130514
0.130508 ; 0.130508
0.130507 ; 0.130506
0.130567 ; 0.130566
0.130876 ; 0.130876
0.130977 ; 0.130976
0.130412 ; 0.130412
0.130486 ; 0.130486
0.130749 ; 0.130748
0.130771 ; 0.13077
0.130516 ; 0.130515
0.130576 ; 0.130576
0.130556 ; 0.130555
0.130885 ; 0.130885
0.130773 ; 0.130772
0.13062 ; 0.13062
0.130475 ; 0.130475
0.130941 ; 0.130941
0.130588 ; 0.130587
0.130915 ; 0.130914
0.13084 ; 0.13084
0.130791 ; 0.13079
0.130709 ; 0.130708
0.130684 ; 0.130683
0.130747 ; 0.130746
0.13073 ; 0.13073
0.130484 ; 0.130484
0.130807 ; 0.130807
0.130841 ; 0.13084
0.130911 ; 0.130911
0.130674 ; 0.130673
0.130787 ; 0.130787
0.131011 ; 0.131011
0.130529 ; 0.130528
0.130717 ; 0.130716
0.13081 ; 0.13081
0.130707 ; 0.130707
0.130819 ; 0.130818
0.130716 ; 0.130716
0.130702 ; 0.130702
0.130675 ; 0.130674
0.130809 ; 0.130808
0.130481 ; 0.13048
0.130747 ; 0.130746
0.130562 ; 0.130561
0.130467 ; 0.130466
0.130472 ; 0.130471
0.130681 ; 0.13068
0.130491 ; 0.130491
0.130675 ; 0.130674
0.130427 ; 0.130426
0.130803 ; 0.130802
0.130926 ; 0.130925
0.131032 ; 0.131031
0.130868 ; 0.130868
0.130623 ; 0.130622
0.130616 ; 0.130615
0.13094 ; 0.130939
0.13051 ; 0.130509
0.130705 ; 0.130704
0.130558 ; 0.130557
0.130526 ; 0.130525
0.130507 ; 0.130507
0.13044 ; 0.130439
0.130758 ; 0.130757
0.130687 ; 0.130686
0.130913 ; 0.130912
0.130646 ; 0.130645
0.131019 ; 0.131018
0.130896 ; 0.130896
