40;201;8;16;1;0.056621 ; 0.0280675
40;201;8;32;1;0.0623437 ; 0.0171308
40;201;8;64;1;0.255506 ; 0.0295316
40;201;8;96;1;0.162126 ; 0.0985237
40;201;8;128;1;0.168801 ; 0.114775
80;201;8;16;1;0.26586 ; 0.232572
80;201;8;32;1;0.154298 ; 0.112581
80;201;8;64;1;0.227009 ; 0.121381
80;201;8;96;1;0.333087 ; 0.239617
80;201;8;128;1;0.353016 ; 0.258634
120;201;8;16;1;0.888259 ; 0.751664
120;201;8;32;1;0.456389 ; 0.379684
120;201;8;64;1;0.481436 ; 0.411415
120;201;8;96;1;0.600466 ; 0.511341
120;201;8;128;1;0.623042 ; 0.407461
160;201;8;16;1;2.08643 ; 1.86694
160;201;8;32;1;1.1579 ; 0.947159
160;201;8;64;1;0.921758 ; 0.778915
160;201;8;96;1;1.21265 ; 1.01008
160;201;8;128;1;1.10391 ; 0.851172
200;201;8;16;1;3.8443 ; 3.62584
200;201;8;32;1;2.21931 ; 1.84466
200;201;8;64;1;1.3742 ; 1.18228
200;201;8;96;1;2.33621 ; 1.96568
200;201;8;128;1;2.12258 ; 1.69766
240;201;8;16;1;6.5859 ; 6.35137
240;201;8;32;1;3.86654 ; 3.16938
240;201;8;64;1;2.39721 ; 2.13596
240;201;8;96;1;3.23941 ; 2.94342
240;201;8;128;1;3.13358 ; 2.60149
280;201;8;16;1;10.5168 ; 9.66157
280;201;8;32;1;5.86144 ; 5.17078
280;201;8;64;1;3.94619 ; 3.05979
280;201;8;96;1;4.88869 ; 3.97858
280;201;8;128;1;4.57996 ; 3.85764
320;201;8;16;1;17.2374 ; 14.5915
320;201;8;32;1;8.73094 ; 7.681
320;201;8;64;1;5.53665 ; 4.47943
320;201;8;96;1;6.36461 ; 5.60584
320;201;8;128;1;6.90503 ; 5.38353
360;201;8;16;1;22.3667 ; 20.6517
360;201;8;32;1;11.571 ; 10.9274
360;201;8;64;1;8.1696 ; 6.80217
360;201;8;96;1;9.12914 ; 7.46422
360;201;8;128;1;9.44051 ; 7.586
400;201;8;16;1;30.3276 ; 28.2896
400;201;8;32;1;16.7749 ; 15.03
400;201;8;64;1;10.2259 ; 9.40905
400;201;8;96;1;11.0771 ; 9.86927
400;201;8;128;1;12.6077 ; 10.0334
440;201;8;16;1;39.2984 ; 38.1514
440;201;8;32;1;20.7274 ; 19.942
440;201;8;64;1;13.2383 ; 12.225
440;201;8;96;1;15.3682 ; 12.7702
440;201;8;128;1;15.926 ; 13.0511
480;201;8;16;1;52.5434 ; 48.7001
480;201;8;32;1;27.4985 ; 26.2157
480;201;8;64;1;18.8359 ; 15.8313
480;201;8;96;1;19.7216 ; 16.2421
480;201;8;128;1;18.7837 ; 16.8962
520;201;8;16;1;68.6152 ; 61.5288
520;201;8;32;1;34.3428 ; 32.6852
520;201;8;64;1;23.5274 ; 19.7751
520;201;8;96;1;24.7616 ; 20.1378
520;201;8;128;1;22.839 ; 20.6359
560;201;8;16;1;82.4935 ; 76.5316
560;201;8;32;1;45.2634 ; 40.7859
560;201;8;64;1;26.3979 ; 25.0116
560;201;8;96;1;30.4225 ; 25.9392
560;201;8;128;1;30.2941 ; 25.6304
600;201;8;16;1;101.861 ; 93.4315
600;201;8;32;1;55.9772 ; 49.8432
600;201;8;64;1;35.7243 ; 30.1695
600;201;8;96;1;33.7154 ; 30.388
600;201;8;128;1;37.0767 ; 31.1489
640;201;8;16;1;123.53 ; 113.209
640;201;8;32;1;67.5446 ; 60.2411
640;201;8;64;1;43.2193 ; 36.7074
640;201;8;96;1;44.457 ; 36.7054
640;201;8;128;1;40.6611 ; 37.4323
680;201;8;16;1;147.011 ; 137.544
680;201;8;32;1;80.6945 ; 68.1838
680;201;8;64;1;51.3829 ; 44.7113
680;201;8;96;1;48.3312 ; 43.8919
680;201;8;128;1;48.6023 ; 44.3647
720;201;8;16;1;182.231 ; 160.235
720;201;8;32;1;94.5093 ; 83.4911
720;201;8;64;1;55.1863 ; 53.0429
720;201;8;96;1;62.8728 ; 52.2028
720;201;8;128;1;57.0799 ; 52.2264
760;201;8;16;1;225.519 ; 188.069
760;201;8;32;1;110.705 ; 100.383
760;201;8;64;1;70.9505 ; 60.0645
760;201;8;96;1;66.6558 ; 61.0481
760;201;8;128;1;65.9566 ; 61.1402
800;201;8;16;1;272.135 ; 221.376
800;201;8;32;1;128.773 ; 116.851
800;201;8;64;1;74.2113 ; 70.9916
800;201;8;96;1;76.9011 ; 71.5477
800;201;8;128;1;76.9253 ; 72.3191
840;201;8;16;1;273.781 ; 255.489
840;201;8;32;1;150.778 ; 135.192
840;201;8;64;1;94.3211 ; 81.9519
840;201;8;96;1;99.2509 ; 82.9428
840;201;8;128;1;88.9537 ; 81.7022
880;201;8;16;1;330.068 ; 291.824
880;201;8;32;1;159.948 ; 155.469
880;201;8;64;1;101.494 ; 92.3787
880;201;8;96;1;112.986 ; 95.1735
880;201;8;128;1;112.543 ; 94.2072
920;201;8;16;1;374.772 ; 334.359
920;201;8;32;1;207.432 ; 175.152
920;201;8;64;1;123.756 ; 107.713
920;201;8;96;1;117.029 ; 111.424
920;201;8;128;1;128.493 ; 107.319
960;201;8;16;1;413.242 ; 388.912
960;201;8;32;1;221.724 ; 201.774
960;201;8;64;1;126.322 ; 120.699
960;201;8;96;1;133.3 ; 123.844
960;201;8;128;1;132.083 ; 122.501
1000;201;8;16;1;463.531 ; 429.469
1000;201;8;32;1;232.882 ; 228.385
1000;201;8;64;1;141.574 ; 136.615
1000;201;8;96;1;166.494 ; 138.684
1000;201;8;128;1;148.887 ; 137.633
1040;201;8;16;1;567.622 ; 479.084
1040;201;8;32;1;270.78 ; 253.22
