40;201;2;1;2;0.100688;0.0164398

40;201;2;1;3;0.0675093;0.0126956

40;201;2;1;4;0.0736275;0.0126633

40;201;2;1;5;0.125237;0.0141635

40;201;2;1;6;0.101798;0.0111414

40;201;2;1;7;0.145492;0.0132803

40;201;2;1;8;0.125051;0.0122111

80;201;2;1;2;0.141909;0.0551592

80;201;2;1;3;0.164168;0.0389525

80;201;2;1;4;0.183724;0.0361145

80;201;2;1;5;0.231014;0.0311346

80;201;2;1;6;0.251088;0.0251333

80;201;2;1;7;0.374564;0.0251906

80;201;2;1;8;0.279149;0.0291324

120;201;2;1;2;0.319092;0.144948

120;201;2;1;3;0.34866;0.111637

120;201;2;1;4;0.494243;0.0955008

120;201;2;1;5;0.442496;0.0807789

120;201;2;1;6;0.542597;0.077029

120;201;2;1;7;0.706087;0.0558439

120;201;2;1;8;0.731108;0.0564467

160;201;2;1;2;0.636751;0.337844

160;201;2;1;3;0.549614;0.175534

160;201;2;1;4;0.725669;0.188537

160;201;2;1;5;0.784649;0.167749

160;201;2;1;6;0.920391;0.110726

160;201;2;1;7;0.971052;0.101963

160;201;2;1;8;1.30555;0.134577

200;201;2;1;2;1.13011;0.698505

200;201;2;1;3;0.888942;0.316497

200;201;2;1;4;1.52339;0.373508

200;201;2;1;5;1.21138;0.311426

200;201;2;1;6;1.42875;0.18834

200;201;2;1;7;1.54745;0.168867

200;201;2;1;8;1.75648;0.165708

240;201;2;1;2;2.17608;1.39516

240;201;2;1;3;1.83167;0.941928

240;201;2;1;4;1.96101;0.713893

240;201;2;1;5;1.89436;0.581256

240;201;2;1;6;2.24705;0.492943

240;201;2;1;7;2.25309;0.283986

240;201;2;1;8;2.71034;0.381578

280;201;2;1;2;3.13279;2.28043

280;201;2;1;3;2.07653;0.968147

280;201;2;1;4;2.72694;1.15758

280;201;2;1;5;2.6932;0.936377

280;201;2;1;6;2.86749;0.493148

280;201;2;1;7;3.26344;0.682106

280;201;2;1;8;3.53607;0.420622

320;201;2;1;2;4.492;3.37841

320;201;2;1;3;2.72808;1.40321

320;201;2;1;4;3.84221;1.7073

320;201;2;1;5;3.55643;1.37213

320;201;2;1;6;3.87954;0.739186

320;201;2;1;7;3.97326;0.701306

320;201;2;1;8;4.79266;0.886428

340;201;2;1;2;5.27641;4.05922

340;201;2;1;3;3.20953;1.74304

340;201;2;1;4;3.54582;1.33546

340;201;2;1;5;4.10843;1.64259

340;201;2;1;6;4.24308;0.874398

340;201;2;1;7;4.58121;0.790463

340;201;2;1;8;5.2883;0.70901

360;201;2;1;2;6.10585;4.81188

360;201;2;1;3;4.94639;3.20926

360;201;2;1;4;4.93144;2.42434

360;201;2;1;5;4.80821;1.94786

360;201;2;1;6;5.43195;1.62622

360;201;2;1;7;5.12988;0.944155

360;201;2;1;8;6.0149;0.857536

380;201;2;1;2;7.1042;5.65571

380;201;2;1;3;4.31987;2.37226

380;201;2;1;4;4.60272;1.86572

380;201;2;1;5;5.32041;2.28567

380;201;2;1;6;5.46858;1.24834

380;201;2;1;7;5.73901;1.09809

380;201;2;1;8;6.57409;0.995747

400;201;2;1;2;8.17;6.58588

400;201;2;1;3;4.95695;2.87234

400;201;2;1;4;6.34316;3.30633

400;201;2;1;5;6.09708;2.66116

400;201;2;1;6;6.08449;1.41896

400;201;2;1;7;6.37351;1.27123

400;201;2;1;8;7.84888;1.70782

420;201;2;1;2;9.59588;7.63573

420;201;2;1;3;7.39514;5.08043

420;201;2;1;4;6.16624;2.54098

420;201;2;1;5;6.93558;3.06765

420;201;2;1;6;7.7633;2.57901

420;201;2;1;7;7.92027;2.21313

420;201;2;1;8;8.02542;1.31259

440;201;2;1;2;10.5903;8.76196

440;201;2;1;3;6.36958;3.71517

440;201;2;1;4;8.07876;4.38133

440;201;2;1;5;7.67453;3.52426

440;201;2;1;6;7.68138;1.94382

440;201;2;1;7;7.83083;1.7314

440;201;2;1;8;9.05181;1.54243

480;201;2;1;2;13.7476;11.3883

480;201;2;1;3;10.4645;7.56695

480;201;2;1;4;9.85076;5.69246

480;201;2;1;5;9.38217;4.56862

480;201;2;1;6;10.2936;3.82149

480;201;2;1;7;9.35788;2.22006

480;201;2;1;8;11.4051;2.91472

520;201;2;1;2;17.3578;14.4429

520;201;2;1;3;10.0124;6.45744

520;201;2;1;4;12.3881;7.2265

520;201;2;1;5;11.6731;5.77756

520;201;2;1;6;10.8481;3.18217

520;201;2;1;7;11.3454;2.77551

520;201;2;1;8;12.6615;2.54049

560;201;2;1;2;21.3363;18.0512

560;201;2;1;3;12.255;7.83805

560;201;2;1;4;15.2613;9.02124

560;201;2;1;5;14.351;7.23406

560;201;2;1;6;13.2928;4.11738

560;201;2;1;7;15.4186;5.22215

560;201;2;1;8;16.5903;4.60379

600;201;2;1;2;26.5132;22.2396

600;201;2;1;3;19.8776;14.781

600;201;2;1;4;18.4708;11.0453

600;201;2;1;5;17.1152;8.87721

600;201;2;1;6;18.6041;7.40764

600;201;2;1;7;17.3628;5.07263

600;201;2;1;8;18.5539;3.92209

640;201;2;1;2;31.734;27.0161

640;201;2;1;3;18.2251;12.359

640;201;2;1;4;21.4617;13.4331

640;201;2;1;5;20.0535;10.7525

640;201;2;1;6;18.2941;6.03219

640;201;2;1;7;18.9029;5.39442

640;201;2;1;8;22.4793;6.77423

680;201;2;1;3;21.3655;14.3508

680;201;2;1;4;25.815;16.1201

680;201;2;1;5;23.6269;12.9

680;201;2;1;6;21.8017;7.54805

680;201;2;1;7;21.9525;6.40242

680;201;2;1;8;24.1345;5.79932

720;201;2;1;3;33.0583;25.4562

720;201;2;1;4;30.0357;19.1325

720;201;2;1;5;27.5543;15.3108

720;201;2;1;6;28.9031;12.7924

720;201;2;1;7;24.9223;7.63159

720;201;2;1;8;30.5438;9.71955

760;201;2;1;3;29.3965;21.1664

760;201;2;1;4;34.5935;22.4617

760;201;2;1;5;31.5295;18.0195

760;201;2;1;6;28.0551;10.3058

760;201;2;1;7;28.0865;8.8645

760;201;2;1;8;31.2784;8.13485

800;201;2;1;4;39.4008;26.1505

800;201;2;1;5;35.9048;20.9533

800;201;2;1;6;32.4129;12.6483

800;201;2;1;7;31.8134;9.98643

800;201;2;1;8;39.3557;13.2304

1: Device is out of Memory

0: Device is out of Memory

840;201;2;1;5;40.6663;24.1985

840;201;2;1;6;42.7284;20.2119

840;201;2;1;7;41.6996;17.3681

840;201;2;1;8;39.7776;11.104

880;201;2;1;5;45.921;27.7355

880;201;2;1;6;41.0025;16.2978

880;201;2;1;7;45.1133;17.9115

880;201;2;1;8;49.7631;17.4746

920;201;2;1;6;46.1441;19.6662

920;201;2;1;7;45.8404;16.5635

920;201;2;1;8;49.6969;14.5363

1: Device is out of Memory

0: Device is out of Memory

960;201;2;1;7;49.2424;18.2541

960;201;2;1;8;59.883;22.597

1000;201;2;1;7;55.4236;20.9653

1000;201;2;1;8;59.8378;18.8006

1040;201;2;1;8;73.2358;28.5848

